Date_Time,Value
07/09/1957,64.02471108
08/09/1957,63.33348613
09/09/1957,62.55585806
10/09/1957,62.21024559
11/09/1957,60.30937697
12/09/1957,59.09973331
13/09/1957,58.40850836
14/09/1957,57.28526781
15/09/1957,56.93965534
16/09/1957,56.93965534
17/09/1957,57.54447717
18/09/1957,56.85325222
19/09/1957,56.59404286
20/09/1957,56.3348335
21/09/1957,56.16202727
22/09/1957,56.93965534
23/09/1957,57.63088029
24/09/1957,58.23570212
25/09/1957,57.11246157
26/09/1957,56.16202727
27/09/1957,57.80368652
28/09/1957,56.50763974
29/09/1957,55.64360855
30/09/1957,55.55720543
01/10/1957,55.3843992
02/10/1957,55.3843992
03/10/1957,56.93965534
04/10/1957,56.24843038
05/10/1957,57.45807405
06/10/1957,58.49491148
07/10/1957,57.80368652
08/10/1957,57.54447717
09/10/1957,56.42123662
10/10/1957,56.42123662
11/10/1957,54.77957736
12/10/1957,55.21159296
13/10/1957,56.59404286
14/10/1957,55.3843992
15/10/1957,48.90416528
16/10/1957,47.78092474
17/10/1957,47.52171538
18/10/1957,48.21294033
19/10/1957,47.95373097
20/10/1957,47.78092474
21/10/1957,48.47214969
22/10/1957,49.76819647
23/10/1957,50.54582454
24/10/1957,52.01467756
25/10/1957,52.79230563
26/10/1957,51.84187132
27/10/1957,50.02740583
28/10/1957,49.59539023
29/10/1957,49.50898711
30/10/1957,49.76819647
31/10/1957,51.32345261
01/11/1957,51.23704949
02/11/1957,51.32345261
03/11/1957,49.76819647
04/11/1957,49.07697152
05/11/1957,51.7554682
06/11/1957,53.5699337
07/11/1957,61.00060192
08/11/1957,58.32210524
09/11/1957,56.24843038
10/11/1957,53.39712746
11/11/1957,52.10108068
12/11/1957,52.36029004
13/11/1957,50.97784013
14/11/1957,49.50898711
15/11/1957,49.68179335
16/11/1957,49.50898711
17/11/1957,53.13791811
18/11/1957,56.3348335
19/11/1957,53.74273994
20/11/1957,68.43127015
21/11/1957,59.61815202
22/11/1957,58.66771771
23/11/1957,56.42123662
24/11/1957,54.00194929
25/11/1957,54.43396489
26/11/1957,53.05151499
27/11/1957,101.3508584
28/11/1957,84.2430409
29/11/1957,86.40311887
30/11/1957,80.26849743
01/12/1957,86.40311887
02/12/1957,82.860591
03/12/1957,127.185391
04/12/1957,145.6756584
05/12/1957,91.06888729
06/12/1957,75.17071342
07/12/1957,67.99925455
08/12/1957,68.94968886
09/12/1957,73.87466663
10/12/1957,64.97514539
11/12/1957,62.98787366
12/12/1957,62.7286643
13/12/1957,80.26849743
14/12/1957,119.3227072
15/12/1957,193.1973738
16/12/1957,185.5938993
17/12/1957,163.1290884
18/12/1957,135.9985091
19/12/1957,145.8484647
20/12/1957,181.9649683
21/12/1957,176.9535874
22/12/1957,142.2195337
23/12/1957,122.1740101
24/12/1957,109.3863485
25/12/1957,116.1257918
26/12/1957,220.1551469
27/12/1957,341.0331102
28/12/1957,236.7445457
29/12/1957,5788.144933
30/12/1957,10321.02536
31/12/1957,4042.629126
01/01/1958,3257.743194
02/01/1958,1498.230081
03/01/1958,974.4543746
04/01/1958,764.7540051
05/01/1958,651.6523225
06/01/1958,567.5820879
07/01/1958,908.9608105
08/01/1958,1863.456065
09/01/1958,2135.021067
10/01/1958,1010.743685
11/01/1958,680.5973673
12/01/1958,555.7448606
13/01/1958,483.8574657
14/01/1958,449.0370088
15/01/1958,483.2526438
16/01/1958,604.044204
17/01/1958,1203.509043
18/01/1958,1171.194276
19/01/1958,664.9584028
20/01/1958,506.7542922
21/01/1958,499.8420427
22/01/1958,401.947309
23/01/1958,362.8930993
24/01/1958,333.9480544
25/01/1958,391.2333222
26/01/1958,749.4606531
27/01/1958,530.3423436
28/01/1958,427.5226322
29/01/1958,399.3552154
30/01/1958,525.8493814
31/01/1958,647.5049728
01/02/1958,955.3592854
02/02/1958,672.2162648
03/02/1958,617.4366875
04/02/1958,508.6551608
05/02/1958,390.4556942
06/02/1958,337.1449698
07/02/1958,305.1758159
08/02/1958,269.1457153
09/02/1958,326.4309831
10/02/1958,346.5629098
11/02/1958,314.8529652
12/02/1958,375.4215515
13/02/1958,477.2908286
14/02/1958,429.6827101
15/02/1958,304.570994
16/02/1958,256.2716506
17/02/1958,230.9555367
18/02/1958,217.303844
19/02/1958,209.1819508
20/02/1958,215.9213941
21/02/1958,245.2984545
22/02/1958,267.2448467
23/02/1958,348.9821971
24/02/1958,283.0566174
25/02/1958,214.3661379
26/02/1958,184.4706588
27/02/1958,171.2509816
28/02/1958,208.6635321
01/03/1958,285.2166954
02/03/1958,296.6219071
03/03/1958,271.2193901
04/03/1958,330.6647359
05/03/1958,259.0365504
06/03/1958,215.5757816
07/03/1958,196.4806923
08/03/1958,213.2428974
09/03/1958,435.6445253
10/03/1958,787.3916223
11/03/1958,416.3766298
12/03/1958,270.1825527
13/03/1958,216.6990221
14/03/1958,187.9267835
15/03/1958,170.6461598
16/03/1958,156.994467
17/03/1958,147.9221395
18/03/1958,138.7634089
19/03/1958,147.0581083
20/03/1958,187.5811711
21/03/1958,282.01978
22/03/1958,200.5416389
23/03/1958,174.447897
24/03/1958,159.2409481
25/03/1958,146.6260927
26/03/1958,137.6401684
27/03/1958,130.7279189
28/03/1958,135.3072842
29/03/1958,142.7379524
30/03/1958,157.5992888
31/03/1958,141.2690994
01/04/1958,127.963019
02/04/1958,119.5819165
03/04/1958,114.13852
04/04/1958,110.8552015
05/04/1958,137.6401684
06/04/1958,424.1529105
07/04/1958,365.9172084
08/04/1958,238.2133987
09/04/1958,216.1806034
10/04/1958,199.159189
11/04/1958,164.5115383
12/04/1958,142.3923399
13/04/1958,129.5182752
14/04/1958,123.55646
15/04/1958,120.2731415
16/04/1958,116.2121949
17/04/1958,111.0280077
18/04/1958,127.6174066
19/04/1958,168.9180974
20/04/1958,181.3601465
21/04/1958,155.1800015
22/04/1958,134.9616717
23/04/1958,122.087607
24/04/1958,113.5336982
25/04/1958,107.0534643
26/04/1958,100.6596335
27/04/1958,92.36493407
28/04/1958,87.95837501
29/04/1958,86.23031263
30/04/1958,83.37900971
01/05/1958,81.4781411
02/05/1958,79.57727248
03/05/1958,77.59000075
04/05/1958,75.68913213
05/05/1958,73.18344168
06/05/1958,70.93696059
07/05/1958,71.10976683
08/05/1958,71.97379802
09/05/1958,70.59134812
10/05/1958,69.64091381
11/05/1958,69.81372005
12/05/1958,68.43127015
13/05/1958,68.6904795
14/05/1958,69.03609198
15/05/1958,68.60407638
16/05/1958,67.48083584
17/05/1958,66.27119217
18/05/1958,65.14795163
19/05/1958,64.02471108
20/05/1958,63.41988925
21/05/1958,62.7286643
22/05/1958,61.3462144
23/05/1958,59.9637645
24/05/1958,58.66771771
25/05/1958,57.28526781
26/05/1958,56.59404286
27/05/1958,56.42123662
28/05/1958,55.03878672
29/05/1958,53.31072434
30/05/1958,53.05151499
31/05/1958,52.01467756
01/06/1958,52.1874838
02/06/1958,52.87870875
03/06/1958,52.27388692
04/06/1958,51.66906508
05/06/1958,51.92827444
06/06/1958,51.06424325
07/06/1958,50.28661518
08/06/1958,50.28661518
09/06/1958,50.28661518
10/06/1958,50.28661518
11/06/1958,49.42258399
12/06/1958,48.21294033
13/06/1958,47.43531226
14/06/1958,47.69452162
15/06/1958,47.86732785
16/06/1958,47.6081185
17/06/1958,47.43531226
18/06/1958,46.91689355
19/06/1958,46.31207171
20/06/1958,46.05286236
21/06/1958,46.48487795
22/06/1958,47.08969978
23/06/1958,47.26250602
24/06/1958,47.34890914
25/06/1958,47.6081185
26/06/1958,47.52171538
27/06/1958,47.1761029
28/06/1958,47.34890914
29/06/1958,47.1761029
30/06/1958,46.57128107
01/07/1958,45.53444364
02/07/1958,45.44804053
03/07/1958,45.10242805
04/07/1958,44.4112031
05/07/1958,44.58400934
06/07/1958,45.10242805
07/07/1958,46.05286236
08/07/1958,46.48487795
09/07/1958,46.48487795
10/07/1958,47.00329667
11/07/1958,46.65768419
12/07/1958,45.62084676
13/07/1958,44.67041246
14/07/1958,43.54717191
15/07/1958,43.20155944
16/07/1958,42.94235008
17/07/1958,43.11515632
18/07/1958,43.28796255
19/07/1958,43.63357503
20/07/1958,44.32479998
21/07/1958,45.01602493
22/07/1958,45.36163741
23/07/1958,44.75681558
24/07/1958,43.71997815
25/07/1958,42.5967376
26/07/1958,42.16472201
27/07/1958,41.99191577
28/07/1958,42.51033448
29/07/1958,42.94235008
30/07/1958,43.20155944
31/07/1958,43.37436567
01/08/1958,43.46076879
02/08/1958,43.46076879
03/08/1958,42.42393137
04/08/1958,42.16472201
05/08/1958,41.55990018
06/08/1958,40.95507834
07/08/1958,40.95507834
08/08/1958,41.04148146
09/08/1958,41.47349706
10/08/1958,41.47349706
11/08/1958,41.30069082
12/08/1958,40.86867523
13/08/1958,41.47349706
14/08/1958,41.6463033
15/08/1958,41.73270641
16/08/1958,41.90551265
17/08/1958,42.07831889
18/08/1958,42.16472201
19/08/1958,42.33752825
20/08/1958,42.51033448
21/08/1958,40.52306275
22/08/1958,37.41255047
23/08/1958,37.49895359
24/08/1958,37.67175983
25/08/1958,38.10377542
26/08/1958,39.39982221
27/08/1958,39.31341909
28/08/1958,38.53579102
29/08/1958,38.62219414
30/08/1958,37.93096918
31/08/1958,37.58535671
01/09/1958,37.15334111
02/09/1958,36.98053488
03/09/1958,37.066938
04/09/1958,37.15334111
05/09/1958,37.15334111
06/09/1958,36.98053488
07/09/1958,36.6349224
08/09/1958,36.11650369
09/09/1958,36.11650369
10/09/1958,36.6349224
11/09/1958,37.49895359
12/09/1958,37.75816295
13/09/1958,37.67175983
14/09/1958,37.84456607
15/09/1958,36.54851928
16/09/1958,36.89413176
